provider,token_amounts_a,token_amounts_b,fees_a,fees_b,token_supply,event,logIndex,transactionIndex,transactionHash,address,blockHash,blockNumber,block_date
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,111216927903037889161376,RemoveLiquidity,283,165,0x631eb27b202d8640bde191166d1554efa4f1195c9e2294997cde8d3fd1e89928,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xccb106f34c8a8fa0dd52091f7c622f3791ffca66fcc4d2683893e44639d69ec9,18495265,2023-11-04 01:00:23
0x29E2427152C755983382495CeBFCc8806E3299c6,35092506192082059,35273262544135253,0,0,111216862924066552163536,RemoveLiquidity,76,63,0x5f4e053071782771e22c5a41011e51a7221c1070b3cccf4fd88f23548c1af98e,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf205a244872d6dc13bb6d4d2734506c17c3a35fc0559e48f7edc23dab5835e8d,18497463,2023-11-04 08:24:11
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,111235347175834640689287,RemoveLiquidity,478,207,0x0f4c55f23c551dafd4db65d3df8719aaf9238a241633298e9fe672f9a646f636,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xdc389fb7cfa6730b33c072f0541115f16769b3e1813358e10af75b825bc6989a,18502401,2023-11-05 01:00:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,111114517855107457090251,RemoveLiquidity,473,262,0x00bd11a842bb2c4a9dfb29e7a6cdaf0dcec0cbeb3708bf19b02bfa514050c6f7,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x616bd6cd17ca18a494f0a9e346e7e23d50e3994b4282a4b7172a6bdfe2f5917a,18509829,2023-11-06 02:00:11
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,111221408176259517446818,RemoveLiquidity,447,247,0x8db5d301fdedb9a46732067a86346d05d75e044fdeecff2b0ccc5dc9dd7c2296,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x27abc4e89ce3f2205f8b7cbaa69f0b609f9de991b1c4fac17042628e091fce29,18516964,2023-11-07 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,105368709012212239665815,RemoveLiquidity,271,80,0x585c5b5a0462e426641579616e7349ad0a93c71634e85b3e8eb14f0cd3c08dd3,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x6309632f91e60b28b179a9b81fb85dce1e1d2967d6073d22adf6e8ed36c0d10b,18524121,2023-11-08 02:00:23
0xaC86F57982301FEE6D9597f2c008333aE38765E7,35612017729806202,35885771414126149,0,0,105358257925697004995812,RemoveLiquidity,155,137,0x38f2c1179bd860ae2f7918794178b4b05dae2f9e7f643d429420d210d3f256f1,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x25696d0b815fb94eb8c53135922258cceb5224766fcf700dab50a951976ff130,18528044,2023-11-08 15:10:59
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,105306029709729805198460,RemoveLiquidity,233,69,0x54ee61c09ee6202be37419f6761ceb13f39b59352e61352b5006476f7a286742,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xb466116bad7f6567af7cec6f9822f72169deb50d61e0a1202cb3c17964ffee20,18531276,2023-11-09 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,105152871068418992713465,RemoveLiquidity,222,110,0x7606203c9394b5995c80031d0ae6b157ba806a0358135d4a9db3e0556f34142a,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x6d1d4c3ca75f5be46a20d2efcd4dc6e26a68208295a4d5d41f9d33eafaa16253,18538424,2023-11-10 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,105184898058549073866329,RemoveLiquidity,349,126,0x2eb1ede0e207e9959f89c5b09bf18a6034a461d413acbfa1897db46e81aed47a,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x1d738b5eebf3da6c49acfeae0fbc676308193bb2e34d92316802425c4ea054fd,18545577,2023-11-11 02:00:23
0x39C034Bf55a52Ae735b432fc59C1BDdaa5f6F51c,3399198539662011217,3461386657458334641,0,0,104753057238959008051305,RemoveLiquidity,145,82,0xfbfd5bf175841ed06ed7b24081ff1e623ec3e2977c4dc2713837e475c975aa8b,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xba50996e2053d4526a1744306982ea3fb16bcaaea80022ef3634d91bb986b1e4,18549908,2023-11-11 16:33:47
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,104723084399245527325178,RemoveLiquidity,292,109,0x64c5b63f073ea3022af2d2194de829551fe10720e517973367682c9a4cd9a920,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xe5c6e6fc64c29d0ac1a8eca853677c5c35672eef4c0d31021f3fa462bcbc7800,18552716,2023-11-12 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,104648801565086105112338,RemoveLiquidity,471,147,0xbe23812d419ad08b5f24222e5f8c5ab9dec80fddddea60e8890177baad3f477d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x91bbbdca1e7cea652e1247b6b14bdc8a1e2eea5d337f121393770c0fdc61f2e4,18559866,2023-11-13 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99695039506286688621727,RemoveLiquidity,307,60,0xa85493f75151b8e21ec0aa323118b4598b25f8d3e13d3bb66d5215be719fd053,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x869a500124ee1eba53f872451b9e777671e710c435c4d4a2800ce89107ddc0d0,18567017,2023-11-14 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99661253791425093557837,RemoveLiquidity,333,116,0x01047b07ef17be96c61cd66485bb6a0f6650007064be94b736166e2b1cdaf47f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xcd0be8d6f06d984f054a70439113f8b65cee793ea1ab437beb2c7741b3799e1a,18574178,2023-11-15 02:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99013418589566328649954,RemoveLiquidity,218,87,0x9e87e338c3a62878054fe005c42d1e438d644369f89c616fe0d95177cda03752,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x242a0945aa00d34be5e14c799af64533aecb619e5459c853d186944eb345620a,18581620,2023-11-16 03:00:23
0x23273464D11275c2c2D363765BE120dB2aAa19C1,3975813017292131442,4025677721768382651,0,0,99006034623836810934064,RemoveLiquidity,88,51,0x345d23051e9cd88ba2e0527890903a005c395a88f33d1720863d714ddf6e90b6,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf3923afd9e2a0621b92c188c3e7ae648278806effdd9cbf05e496e3eba7b6b5e,18581800,2023-11-16 03:36:35
0xA64e4dCB1Ed06A9658EC85Bb5BF66D6dEfdd6982,16744915192179055660,17079451615409446339,0,0,98974820747532749623452,RemoveLiquidity,914,49,0xebe78246a1f6769b89014210398bcb0600f8ac4467b91bcb8e9d90122fa4b0f9,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xae49db3f060f66c392977365b94a51453586828688128eed96c0c0778cd09e7e,18582755,2023-11-16 06:48:35
0xeF3a3737a7aEF456e67CAf52c606a434954a05cb,290121050093144354,292659041027769335,0,0,98996850622395834026298,RemoveLiquidity,188,71,0x2594d68a2fd8976230cefa7f188739971674c9357b2f2de9121fd6b8fb5bb169,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x16a05ce7d717bba497a5ba62d639657802f4f8c8e395c745b27527faa9440307,18584617,2023-11-16 13:02:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98992852302886846574765,RemoveLiquidity,187,91,0x250c7ce29d2dda743a19db7cfea9187d9a32c595c8f80c0a65de6486f6acfa2c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x18262c9923068c73654a776da8d1f0d630b844bb3749fe9b60f098a7bc7df313,18588781,2023-11-17 03:00:23
0xa101f25569b42beEdFd8c42964314F35E59947E6,74057724179858148,74791511097736898,0,0,98993665546359236800720,RemoveLiquidity,247,61,0x82b33c53d902dbdd153321db98c3794e0bd95d88e787787df9ec41c42060c5c6,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x606efcbb614af8304ef4341b0d213b561a9ab3f2661e0dd34344c487814c9784,18589691,2023-11-17 06:02:59
0x7535Ea43184DB443ceB08bECE981BFe2fEC07956,4862765475643552319,4890927696939384737,0,0,99096084221310386408920,RemoveLiquidity,184,84,0x2dfd344491229f1907d5db00ad688f48d0f4a946ab90d72a07ac42e7f818dbab,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xaf7ad9c37fa21c3cd94344a4962a3643c04c388ca1f7da0b6777b13ac3f0a4e7,18593416,2023-11-17 18:34:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99094128054884344658670,RemoveLiquidity,564,202,0x5fcc88df7eeb672066ce9d796b03f7769373cf215843d8ce70229fd6ac28f294,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x70af48a29105216b6abadb834187188e900bcda5d419fb3e2f18b131a687a0de,18595924,2023-11-18 03:00:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99111426340118621527804,RemoveLiquidity,312,160,0xe582be4dc893734301c66f1ab4e914ee02224d99c3cbb44dec3a346cd53e923d,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xc102ca3f7e025a861bac73794e752094c9656f8d66a60efd57769f10ff725e74,18603338,2023-11-19 04:00:23
0x8E9E38F6224dE3C40A5936946a8f7Aa35F89Fb3b,10389364277742619989,10413406165198732863,0,0,99074425898391541521598,RemoveLiquidity,271,149,0x8f861c528f44af3882956aa83a5d79a1a5b3e7cd31ae4684d2f5b0442682820f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x3aab343eb6e51dfc892958e7d5fd2ce9b66b0dceb51e3e6502ce79ef85265723,18607509,2023-11-19 18:01:11
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,99074022241454698954452,RemoveLiquidity,259,97,0x865999357d384013dfbb2108dfa15f9e0e576039a735a013c660ed1c821a6d72,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xa93977b8e2e10513cdb332196d14360f8cc5f4f80c7b8b9b782b80b112754f47,18610478,2023-11-20 04:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98988678932713178188995,RemoveLiquidity,179,72,0xaf5236f4af5969920c3b24f1c3be669af13191ec48484ef53dd5b30ad9396b06,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xd03e527e99a1f2fc8c78823881617fa96409050b9c6a1757dcc7188e101475ae,18617623,2023-11-21 04:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98976967520393482824093,RemoveLiquidity,530,136,0xcd42c15b5a4f8136aa57d93486ecbbc8c79b593b910d7377cc7416474c1566cd,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x933642a455188b5f7472435a5acb9909b2f2946fafd698f6efda7fbef6a12811,18624763,2023-11-22 04:00:23
0x899CFC584a59e9252E63300E7CD428e1B39875a3,43036690535457641146,43437758855155546307,0,0,98917791092765468118626,RemoveLiquidity,342,251,0xfbbb210157fe69d2c7885f10b1680546a4db5a8796aaf2fed1bda9686f795ac2,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x810718c9880ce11fb34df501aad924c723ffd2705183f5cbedf4a57f3dc849a6,18631582,2023-11-23 02:54:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98917791092765468118626,RemoveLiquidity,363,153,0xfc50d2d4e51c76ec7abab0352427e34f391180fd732cca83bb4a4e7cebd4f27b,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4f4217472e7f36f1830ca1ea2cd24bcc4e518c9d27e15645515d97bfe8aa254c,18631911,2023-11-23 04:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98677377055036287464277,RemoveLiquidity,317,138,0x043a081e96eec7a2cddeefc8d7aabb10fc1fe7115d5ddeb3164aff73260464e4,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x97407912dce3a36a4eee92bcf8fb429671dd46337a6bc68a19e29945a22fb232,18639048,2023-11-24 04:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97529952967360464115906,RemoveLiquidity,447,164,0x37326849dc44df8ddf031090a8905760043a2ea0c4bcc23d74ee0f3b7dc0523c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xbe6971012c486c07694d6d62acd51b597e3a1571ff7d5d7fc53cf036c4ba6bf5,18646188,2023-11-25 04:00:23
0x48A9789428F2067338D02B1EF3612DF64F05FeB7,6337104746041797206,6419663041165921802,0,0,97533872770403677014269,RemoveLiquidity,338,133,0x1c3c13833cda5fcb404ff7ddc9ea3ade0eab4d6a3a9c65cdd0602ffb75af8b91,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xc116aceacaa43cbd5d1780b8e7b59841359759f6849d8c5404dc3f6926607663,18648687,2023-11-25 12:23:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98226904461339630329049,RemoveLiquidity,425,153,0x28438e642e3e6e907e6e2062d8ccefa3701afe0e02714653ee107ed08afbb179,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x29ee29ea16736b3e839ef7bc95dccd4aae9c7bc33cdfa2ce757d29c7b3b70ce9,18653325,2023-11-26 04:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98075215086191830711337,RemoveLiquidity,504,240,0xe06fe288c28f0e156cdd1efed9d2a3cc35a6cdd8e6df4dc79b992ae6e832c237,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x6a104e4ab447edf99b75206a2eeb400c29a653ef06430c581e50e4dac2766903,18660759,2023-11-27 05:00:11
0x4Ec429916B7a9a1bf6a2398dbF2a1d2A72772514,2613095180060854594,2636329626038379220,0,0,98041401089456990505697,RemoveLiquidity,187,41,0xf27de8bf52f0768cb28e379836a0eefb2891f43ee226ae68797b1f5025e2a2be,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4aabc1f08bbba548dd539cd69e6ea37b15e360c4d3ef598b3a2f3a950664bbd7,18662944,2023-11-27 12:20:59
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98035092964016004922859,RemoveLiquidity,263,112,0xd7e33a46500982ec2c85434155b79d5d758cd22c1b87e2757f860d3063235c05,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x8aedd60474c59ae53968ab0ab5f5d20b6c6e2e9b8806f240a8101e8ba7396769,18667904,2023-11-28 05:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98025849440355681026285,RemoveLiquidity,235,107,0x474ae07a2648f77ec7cb5d99433c0e1aba383445f31be28dc41fe41737ec2d45,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x3f5c45bf04094e9880fbc6de74ec7d82925af7df2a3f79ffdc438fbe21fc51cb,18675046,2023-11-29 05:00:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98023003778747410565995,RemoveLiquidity,469,249,0x2f1a73ed432cb6cbefc03289bfc544ec99d80ad45034957201627399f2705cf5,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x7a3f2a007d8f0c997c4ef37ac8c32af52e145088b85672ceea1cafd69ba79353,18682496,2023-11-30 06:00:11
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,98015644300711285546778,RemoveLiquidity,293,203,0x16b9c8a93be2c300db6b3916151fd042b6e3a2ace3084384d7ab0e0b6e488c50,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x36cd7bbb3b5dbd52c68b53c6d9c3d892831fe4322ca04d61abfae026efd5e05a,18689638,2023-12-01 06:00:23
0x2ECc5E1f33dF963f8164B46B4c342695d87e1F16,505855942937806885,512693973878936617,0,0,98005638859023083486880,RemoveLiquidity,111,58,0xb539b7fdd5eef3fb4d4717549925f25f10490d903dc1e98c26e1d7795b421af9,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xe69c5c71d0a4d16a4a7723a9d388e15c45a8064560bfee9c68472dc98f2abaaf,18694329,2023-12-01 21:45:35
0x9497F8f9007a7143707B9f5636C693b3030422eF,9523350094560947,9571857923410216,0,0,97866491850225399641673,RemoveLiquidity,175,107,0xfc689c9e80b95d3324c806b8894a575eeb65466447e6456a7acde86b6e3b4b47,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x77907f645f370e7d28a3459ce4640d1106898d575567043d04696c2c043c89e6,18696338,2023-12-02 04:29:47
0xAcD9FfCD722DE8dB7351AB690D06BE4F56d33DdF,66997351802536803,67365534916765388,0,0,97866367961166141577508,RemoveLiquidity,351,136,0x3e80da1f18f8998e47e67081d2e67e44ccab601e7d373ce6db8adda3f836f38f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x19b15584087832c1078562cc7e8f54e2c99e0cb7d0eb61313592f4c01bfaf679,18696717,2023-12-02 05:45:47
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97866367961166141577508,RemoveLiquidity,187,84,0x1138ee7e304e507f16cfd300f2ac1696e1ba6f07b61296660c114ac6b3ab860c,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x823bfee44136f7c08e92ac4631d9f9ac568905e4b4d02cb369dfbf8fdd27b297,18696790,2023-12-02 06:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97544954664944322078399,RemoveLiquidity,127,27,0x76b72ec0fa282f3dc7d9e3f4ef27a9e03d76f28276440fdbdd81961602f3a536,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x8cc9913fc890257053ba0880c17a3688f08ff1eb419160920772bc4e15d17cc0,18703944,2023-12-03 06:00:23
0x5b63B4929094C6A68C39F787939B5B318C47272c,37025665757323431346,37057624480065031269,0,0,97455475324021098084883,RemoveLiquidity,267,111,0xa795c7f09ab5e86346085733b4ab653a1cd0ec7e340d4115673b81d095a02ef6,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xbeaeb349b2bfa7ab96b6adfd190d22e8f5007f12d028ef7ad37fce7f9276cba2,18708803,2023-12-03 22:22:11
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97455475324021098084883,RemoveLiquidity,306,99,0xd4694c9da8b7749eb13be4b5aa3f764e210fe1303241a65a169833906a4d1712,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x251ef5c40c6fa7b4fb97dbef17b1c6641aaf577bf2f70c53453ac5e8f105c71d,18711077,2023-12-04 06:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97344231352996019434844,RemoveLiquidity,252,130,0x24a8b4b9d45ba30927025045762ab1e9e7b7a11fa6b78b5dbba0a051def8fdca,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xc50ebb121b357cb419b51746e8f0cae0faf46188f82ead5d6d592055e7e3e0e8,18718221,2023-12-05 06:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97143650060966401160236,RemoveLiquidity,278,109,0x4533128441d6df06b89370b55f3a1eba815f06cc8405a20882da027b63f57ce0,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x1b26d41545de63947c9a29263ee2917b6931bcea245afaf02fb109ac65eac780,18725358,2023-12-06 06:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97137938876984854886836,RemoveLiquidity,338,135,0xdc40e24fc93391b9e34004f57c0ca48a6a78255ed799c7fe6da039d690e9179f,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4006cb87796117cfe13fc83f5b4a950da2920841b5ba7f44c36cd42b74bc7a33,18732790,2023-12-07 07:00:23
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,97110461762030085585702,RemoveLiquidity,211,131,0x9e12899ca8347cca03696086519d5677fac22090190fb87fb3e7391c77068b76,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x7a14f2750d17e360371fdfdb94ea85c567683fc277400e592559aec430858cf2,18739913,2023-12-08 07:00:23
0xD9cfCA2ed13A156F3092532175ED547D5a40F599,339663241182151487657,342871490316853086992,0,0,96475855302765408844134,RemoveLiquidity,340,149,0x49c4f0a214fe158179e32cd71c3977667edfc7133c1634421bb4e57713405aca,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x89fcef5b375147b8f516a4aff6f139b7b9b59abd3e941478b8ec58bf8c0db5c6,18742665,2023-12-08 16:14:47
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,96354582394468697609981,RemoveLiquidity,160,100,0x08e745a30e0cdc0ea27d0bc7dcfde0c03ce800897a941402c8f661b5ba5c15d7,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x930751ac4622e468344251aaad69c8cf5740aa821d6e5ce94d0c61b925e96348,18747341,2023-12-09 08:00:23
0xd5025A2071E9CDf36CD7BB9A22e9aE44F20cF530,239789912111475178383,243401604141305184271,0,0,95864532645090040271690,RemoveLiquidity,286,150,0x0c3ca33dfd0373895d6a80d8df53afd817df2782555e0418b029e2bd63fb49c9,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x25e85dd4c0494278facc93232431f2e6942c623fb5b08825a53f1a9fa902c580,18751335,2023-12-09 21:26:35
0xe2ba0833f1FbA2788020930335E89aA0E60A7015,27851853795516420884,28211663639484308058,0,0,95974935748716822358116,RemoveLiquidity,248,101,0xf63df74f7171915e5e7c97ebeffdf650d54faa6221bf78025929597956db9ad6,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x02ee7ea79ef3b9236644dd22b53dde329a9ff25639ebdc12e05933f9f221b071,18753059,2023-12-10 03:13:59
0xA51bD2DF95a6847118E3E5e4AA979ead98e8B126,501584653051856987,512990695255609005,0,0,95971691089320357354884,RemoveLiquidity,274,73,0xd87ea276a27098c122fd48ac45c4bfeee4b223c78d763cc251de4fbcd9bd57a6,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4158e19e58d320d52646c3e242cbb4b3af0274ec041eac1fbec7bb87d4f5da97,18754172,2023-12-10 06:58:35
0xEa508F82728927454bd3ce853171b0e2705880D4,0,0,0,0,95971691089320357354884,RemoveLiquidity,206,93,0x84b91f4ce7644b04ec1ddc041b87a7382ec5734f21adefafea79c413baaaf5c5,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x4ec8ed88581ea54fcfa415ee30b86edc981dd6b308b9713140a3f4eb8c6d2409,18754478,2023-12-10 08:00:23
0x9BAcdf0b750f589686Cd8CB0e5c7d962C4CC4EfB,893765498819403030,914191331198746565,0,0,95970024840005244051975,RemoveLiquidity,302,123,0x90ad3dd7f391b0ceab26d01b21593f12f8853da24b492deda2166629936b4fd3,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0xf9a5e8c0a6bce8b2efb341828f23ccff092de3115b5cc0421c98e458cba219de,18754748,2023-12-10 08:54:47
0x16778a326D2DF815F69Cd2e95A75dC4491d97887,281034696826950281,285602197121100144,0,0,95969148873802235547646,RemoveLiquidity,347,176,0x2f46a10bf55dd524bc904fdb0fba493ad18e008a4e74329170d3f06af425f9e7,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x5543964ecab12775c0b5afbfda9211085d90e0b1e2dc160b4fb6ad75233b66eb,18755797,2023-12-10 12:25:47
0xB1aD64854136D039c16BBF7411a4396a1ddC8C28,2229183814295610474,2265283625327427153,0,0,95965006877729929981716,RemoveLiquidity,207,132,0x1b710a252d3856ccdafa193a664f23aae1371f9b32b4304959ed6b01595749cc,0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,0x34f51c7028251c50ac129ac996726050760237e6472d388460bb9833ffcb6f43,18756030,2023-12-10 13:12:35
